Taþkoparan Süpermarket,40.1523069,31.9139072
Þok-ankara Beypazarý Þubesi,40.16481599999999,31.918116
CarrefourSA,40.15520679999999,31.909189
Akyurt-beypazarý Þubesi,40.166109,31.92320699999999
Þok-ank. Beypazarý Hacýkara Þubesi,40.153903,31.911039
Bim,40.1555727,31.9101227
Özgü Süpermarket,40.167039,31.922043
Bim,40.1490074,31.9080542
A.101,40.15892300000001,31.91696
Atak Süpermarket,40.1485178,31.9067419
Bim,40.167262,31.9232369
Gökçe Süpermarket,40.157303,31.930124
BÝM,40.1530759,31.9126268
Cobanoglu Market,40.152672,31.907747
Kiler,40.155204,31.9093319
Ayanlar Market,40.153397,31.911987
Köseoðlu Süpermarket,40.162915,31.923198
Karakaya Süpermarket,40.1488021,31.9087696
Sertur Süpermarket,40.158365,31.9486252
Bakkal,40.1725354,31.9208837
Tuna Süpermarket,40.1506006,31.9142169
Saygin Gida,40.160405,31.911516
Þok,40.1648656,31.9181429
KÝWÝ SHOPPING SÜPERMARKET,40.1493915,31.9123746
Soykan Market,40.1537717,31.9131542
Bim,40.1597336,31.9249321
Bim,40.1613441,31.9188999
Bim,40.1662121,31.9197978
Bim,40.1544505,31.9131671
Soykan Market,40.1538696,31.9131009
Bim,40.1526195,31.9160211
Esfurkan Yoresel Gida,40.1675,31.9211111
Sargýn Market,40.1667693,31.9199995
Akkaya Büfesi,40.1577366,31.9202308
Ozlem Sekerleme,40.17399289999999,31.9422125
Migros,40.190361,31.9254411
Halise Teyzenin Yeri,40.1688648,31.9190816
Beypazarý Çalýþkan petrol &Çalýþkan gross market,40.170714,31.934564
Bizim Manav,40.154255,31.908768
Tütüncüoðlu Market,40.1680857,31.9202433
Taþ Fýrýn Cihan Kuru,40.169286,31.919423
ÞOK,39.9561419,32.8329757
Var & Mar,39.9561418,32.8328498
Merve Gumus,40.1675,31.9211111
ÝLHAN SÜPERMARKET,40.054717,32.1837401
A-101,40.0933994,31.6681676
Tuna Süpermarket,39.9788401,32.8156273
Yolasýðmaz Market,40.15227549999999,31.9077289
Þok,40.185705,31.350173
Soykan,39.9503053,32.5866103
