Alnýaçýk Supermarkets,39.94827739999999,32.6631085
Etimesgut - Akyurt Süpermarket,39.9451482,32.6591765
Þok Etimesgut,39.95222589999999,32.64408969999999
A-101-30 Aðustos Etimesgut Þubesi,39.945286,32.6591978
A-101-istasyon Etimesgut Þubesi,39.947568,32.6628731
Þok Market Etimesgut Merkez,39.9491141,32.6573682
Bildirici,39.93742779999999,32.6565586
Bildirici,40.0001956,32.6290134
Þok,39.944812,32.663856
Ogutler Supermarket,39.9751935,32.6459326
Sok,39.9417761,32.6420474
Bildirici,39.9822861,32.6505009
Alnýaçýklar Etimesgut Þubesi,39.94668679999999,32.6634397
Þok Market,39.9506388,32.666407
Þok Market Etimesgut Piyade 8034,39.948932,32.635867
Altunbilekler,39.95034190000001,32.6333678
Þok Market,39.9403037,32.654364
MM Migros,39.8963405,32.6594169
Öðütler,39.9751511,32.6458526
can market,39.934323,32.647143
Çaðdaþ Market,39.9779708,32.6272632
Bim,39.9391189,32.6584659
Bim,39.8965817,32.6357862
Altunbilekler,39.9471393,32.6182411
Çaðdaþ,39.9693844,32.6367627
Bim,39.9468669,32.6188215
Bildirici,39.971894,32.6385158
Bildirici,39.9889574,32.6242311
Altunbilekler,39.9350546,32.6384899
Altunbilekler,40.0014347,32.6162933
BiM,39.9390973,32.6199434
BÝM,39.9350336,32.6310829
Bim,39.973716,32.6311741
A.101,39.950978,32.6424949
Yunus Market,39.94448,32.6478612
Bim,39.9487285,32.648319
Bim,39.9344779,32.6388908
Çaðdaþ Market,39.9699215,32.6535375
ÞAÞMAZ MARKET TEKEL BAYÝÝ,39.930378,32.715924
Þok,39.9402404,32.6543231
A 101,39.93131959999999,32.6178399
Ekomini ( YENÝ ENFES GIDA ),39.8959008,32.6442432
A-101 Süpermarket,39.9502991,32.6487253
Bim Toptan Fiyatýna Perakende Satýþ,39.9660769,32.6467742
Adese,39.9654365,32.6316312
Þok,39.94246709999999,32.6475329
M Migros,39.8838627,32.6559484
durmazlar market,39.94918,32.628952
Palmiye market,39.9360112,32.652247
M Migros,39.9715882,32.6532952
A101,39.9512235,32.6326897
ANADOLU KURUYEMÝÞ,39.9361197,32.6368467
Tepe Market,39.938635,32.6519039
Bim,39.9477005,32.6627917
Þok,39.9414449,32.6149509
Bim,39.95031780000001,32.6530905
Sezer Market,39.939066,32.6429668
Caner Market,39.9423301,32.6571171
Asah Gýda Ülker,39.9402379,32.7633404
Bim,39.9348629,32.6524033
